latitude, longitude, dcfc_plug_count, dcfc_power, level2_plug_count, level2_power, dcfc_fixed_charging_price, dcfc_var_charging_price_unit, dcfc_var_charging_price, dcfc_fixed_parking_price, dcfc_var_parking_price_unit, dcfc_var_parking_price, level2_fixed_charging_price, level2_var_charging_price_unit, level2_var_charging_price, level2_fixed_parking_price, level2_var_parking_price_unit, level2_var_parking_price, connector_code, station_type, comments
47.42094, -121.4113, 5, 50, 1, 10, 0.5,min, 0.5, 0.5,min, 0.5, 0.5,min, 0.5, 0.5,min, 0.5, 3,upgrade,73433
