,simulation_ts,lat_val,lng_val,soc_val,prob_val,state_val,tocharge_val
781,2019-07-01 06:00:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
2994,2019-07-01 06:01:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
4815,2019-07-01 06:02:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
6770,2019-07-01 06:03:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
8365,2019-07-01 06:04:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
10211,2019-07-01 06:05:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
12142,2019-07-01 06:06:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
13142,2019-07-01 06:07:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
14973,2019-07-01 06:08:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
17508,2019-07-01 06:09:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
19131,2019-07-01 06:10:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
20963,2019-07-01 06:11:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
22886,2019-07-01 06:12:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
24502,2019-07-01 06:13:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
26338,2019-07-01 06:14:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
28265,2019-07-01 06:15:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
29312,2019-07-01 06:16:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
31745,2019-07-01 06:17:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
33677,2019-07-01 06:18:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
35290,2019-07-01 06:19:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
37139,2019-07-01 06:20:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
39044,2019-07-01 06:21:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
40648,2019-07-01 06:22:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
41922,2019-07-01 06:23:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
43833,2019-07-01 06:24:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
46018,2019-07-01 06:25:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
47897,2019-07-01 06:26:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
49804,2019-07-01 06:27:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
51418,2019-07-01 06:28:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
53277,2019-07-01 06:29:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
55161,2019-07-01 06:30:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
56206,2019-07-01 06:31:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
58071,2019-07-01 06:32:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
60579,2019-07-01 06:33:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
62194,2019-07-01 06:34:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
64025,2019-07-01 06:35:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
65963,2019-07-01 06:36:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
67571,2019-07-01 06:37:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
69383,2019-07-01 06:38:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
71356,2019-07-01 06:39:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
72336,2019-07-01 06:40:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
74792,2019-07-01 06:41:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
76726,2019-07-01 06:42:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
78318,2019-07-01 06:43:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
80205,2019-07-01 06:44:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
82080,2019-07-01 06:45:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
83699,2019-07-01 06:46:15,48.49518875675363,-122.61283638265691,82.0,0.0,resting,False
